,SupplierID,SupplierLocation,ShipperID,ShippingMethod,ProductID,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerID,CustomerSegment,DateID,Annee,Mois,Jour,id,QuantitySold,TotalAmount,DiscountAmount,NetAmount,id,StockReceived,StockSold,StockOnHand
497,8,Seanfort,1,Ground,23,Marvin,Clothing,Shirt,995.13,360,Gold,60,2023.0,6.0,4.0,362,61,60702.9,223.97,60479.0,362,455,304,151
498,8,Seanfort,1,Ground,23,Marvin,Clothing,Shirt,995.13,360,Gold,60,2023.0,6.0,4.0,362,61,60702.9,223.97,60479.0,1572,341,11,330
499,11,Dennischester,1,Ground,19,Wanda,Toys,Educational,268.61,898,Silver,60,2023.0,6.0,4.0,906,77,20683.0,46.39,20636.6,906,53,45,8
500,5,Lawsontown,12,Ground,2,NonExistentProduct,Electronics,Mobile,847.43,967,Silver,60,2023.0,6.0,4.0,975,57,48303.5,245.74,48057.8,975,130,128,2
501,15,Lake Candiceton,8,Air,23,Marvin,Clothing,Shirt,995.13,1546,Silver,60,2023.0,6.0,4.0,1572,81,80605.5,126.84,80478.7,362,455,304,151
502,15,Lake Candiceton,8,Air,23,Marvin,Clothing,Shirt,995.13,1546,Silver,60,2023.0,6.0,4.0,1572,81,80605.5,126.84,80478.7,1572,341,11,330
503,15,Lake Candiceton,15,Air,36,Fred,Books,Academic,951.53,2059,Bronze,60,2023.0,6.0,4.0,2095,25,23788.2,99.5,23688.8,2095,416,49,367
504,19,Popeport,11,Sea,20,Angela,Toys,Action Figures,386.57,2845,Gold,60,2023.0,6.0,4.0,2903,38,14689.7,5.5,14684.2,2903,254,161,93
505,2,Calderonchester,8,Air,57,Kristine,InvalidCategory,Headphones,228.82,3179,Gold,60,2023.0,6.0,4.0,3249,96,21966.7,9.04,21957.7,3249,147,100,47
506,6,Port Sarahview,10,Sea,41,NonExistentProduct,Electronics,Headphones,660.05,3444,Bronze,60,2023.0,6.0,4.0,3528,6,3960.3,190.52,3769.78,3528,274,98,176
507,12,Herreraland,16,Air,3,Angela,InvalidCategory,Action Figures,386.57,3983,Silver,60,2023.0,6.0,4.0,4091,77,29765.9,12.11,29753.8,4091,458,284,174
508,6,Port Sarahview,10,Sea,35,Michael,Toys,Dolls,46.23,3999,Gold,60,2023.0,6.0,4.0,4107,52,2403.96,1.02,2402.94,4107,376,234,142
509,10,Alexandrachester,6,Ground,25,Martha,InvalidCategory,Fiction,433.1,62,Gold,61,2022.0,1.0,28.0,62,43,18623.3,5.83,18617.5,62,254,116,138
510,19,Popeport,7,Ground,4,Amy,Home & Garden,Decor,364.01,653,Silver,61,2022.0,1.0,28.0,656,94,34216.9,105.38,34111.6,656,441,369,72
511,7,West Scott,8,Air,22,Cynthia,Electronics,Headphones,872.85,1053,Silver,61,2022.0,1.0,28.0,1064,47,41023.9,95.31,40928.6,1064,339,164,175
512,7,West Scott,8,Air,22,Cynthia,Electronics,Headphones,872.85,1053,Silver,61,2022.0,1.0,28.0,1064,47,41023.9,95.31,40928.6,2778,111,64,47
513,3,South Emilyview,3,Sea,22,Cynthia,Electronics,Headphones,872.85,2721,Bronze,61,2022.0,1.0,28.0,2778,30,26185.5,53.48,26132.0,1064,339,164,175
514,3,South Emilyview,3,Sea,22,Cynthia,Electronics,Headphones,872.85,2721,Bronze,61,2022.0,1.0,28.0,2778,30,26185.5,53.48,26132.0,2778,111,64,47
515,11,Dennischester,17,Air,10,Elizabeth,InvalidCategory,Shirt,840.19,3853,Bronze,61,2022.0,1.0,28.0,3957,22,18484.2,151.39,18332.8,3957,395,179,216
516,16,Lake Juanland,10,Sea,7,Shannon,Home & Garden,Gardening Tools,68.01,63,Silver,62,2023.0,3.0,21.0,63,85,5780.85,16.4,5764.45,63,67,52,15
517,3,South Emilyview,4,Air,35,Michael,Toys,Dolls,46.23,2716,Bronze,62,2023.0,3.0,21.0,2770,22,1017.06,2.61,1014.45,2770,430,176,254
518,18,South Lindatown,13,Ground,22,Cynthia,Electronics,Headphones,872.85,3567,Bronze,62,2023.0,3.0,21.0,3659,78,68082.3,140.82,67941.5,3659,183,133,50
519,10,Alexandrachester,12,Ground,19,Wanda,Toys,Educational,268.61,4704,Bronze,62,2023.0,3.0,21.0,4850,86,23100.5,29.14,23071.3,4850,367,233,134
520,11,Dennischester,1,Ground,32,NonExistentProduct,Books,Non-fiction,642.11,64,Bronze,63,2023.0,8.0,5.0,64,57,36600.3,14.5,36585.8,64,484,395,89
521,3,South Emilyview,18,Sea,24,Katie,Books,Non-fiction,642.11,522,Gold,63,2023.0,8.0,5.0,524,41,26326.5,174.8,26151.7,524,86,83,3
522,6,Port Sarahview,6,Ground,33,Shawn,InvalidCategory,Headphones,461.09,65,Gold,64,2023.0,6.0,11.0,65,18,8299.62,58.0,8241.62,65,374,177,197
523,11,Dennischester,10,Sea,22,Cynthia,Electronics,Headphones,872.85,105,Bronze,64,2023.0,6.0,11.0,105,90,78556.5,125.79,78430.7,105,104,92,12
524,11,Dennischester,10,Sea,22,Cynthia,Electronics,Headphones,872.85,105,Bronze,64,2023.0,6.0,11.0,105,90,78556.5,125.79,78430.7,3258,219,48,171
525,19,Popeport,1,Ground,4,Amy,Home & Garden,Decor,364.01,256,Silver,64,2023.0,6.0,11.0,258,82,29848.8,10.92,29837.9,258,234,42,192
526,1,Irwinhaven,3,Sea,30,Tammy,Home & Garden,Furniture,431.82,1273,Bronze,64,2023.0,6.0,11.0,1292,22,9500.04,106.85,9393.19,1292,105,9,96
527,18,South Lindatown,13,Ground,38,Pamela,InvalidCategory,Headphones,651.11,1851,Bronze,64,2023.0,6.0,11.0,1882,36,23440.0,183.3,23256.7,1882,337,211,126
528,2,Calderonchester,13,Ground,11,Jamie,Books,Fiction,930.3,2330,Gold,64,2023.0,6.0,11.0,2370,84,78145.2,189.54,77955.7,2370,308,159,149
529,17,West Johnbury,1,Ground,22,Cynthia,Electronics,Headphones,872.85,3186,Gold,64,2023.0,6.0,11.0,3258,75,65463.8,205.48,65258.3,105,104,92,12
530,17,West Johnbury,1,Ground,22,Cynthia,Electronics,Headphones,872.85,3186,Gold,64,2023.0,6.0,11.0,3258,75,65463.8,205.48,65258.3,3258,219,48,171
531,6,Port Sarahview,12,Ground,10,Elizabeth,InvalidCategory,Shirt,840.19,3538,Gold,64,2023.0,6.0,11.0,3629,26,21844.9,224.78,21620.2,3629,142,97,45
532,20,Leslieville,17,Air,57,Kristine,InvalidCategory,Headphones,228.82,4670,Silver,64,2023.0,6.0,11.0,4815,77,17619.1,51.73,17567.4,4815,463,113,350
533,4,West Denise,1,Ground,24,Katie,Books,Non-fiction,642.11,66,Bronze,65,2023.0,6.0,1.0,66,90,57789.9,23.02,57766.9,66,193,102,91
534,5,Lawsontown,12,Ground,25,Martha,InvalidCategory,Fiction,433.1,1513,Bronze,65,2023.0,6.0,1.0,1539,28,12126.8,57.55,12069.2,1539,402,340,62
535,7,West Scott,4,Air,1,Nathaniel,Electronics,Camera,652.35,1520,Bronze,65,2023.0,6.0,1.0,1546,57,37183.9,151.89,37032.1,1546,282,191,91
536,16,Lake Juanland,16,Air,17,Elizabeth,Clothing,Shirt,840.19,1925,Gold,65,2023.0,6.0,1.0,1958,90,75617.1,55.59,75561.5,1958,373,115,258
537,10,Alexandrachester,8,Air,16,Pamela,Electronics,Headphones,651.11,4066,Silver,65,2023.0,6.0,1.0,4177,44,28648.8,139.88,28509.0,4177,135,79,56
538,16,Lake Juanland,2,Air,11,Jamie,Books,Fiction,930.3,4726,Bronze,65,2023.0,6.0,1.0,4872,25,23257.5,129.64,23127.9,4872,195,138,57
539,13,West Lindafurt,12,Ground,54,NonExistentProduct,InvalidCategory,Non-fiction,642.11,4786,Silver,65,2023.0,6.0,1.0,4936,8,5136.88,7.09,5129.79,4936,464,373,91
540,16,Lake Juanland,4,Air,34,Jamie,InvalidCategory,Fiction,930.3,67,Bronze,66,2021.0,12.0,22.0,67,13,12093.9,262.29,11831.6,67,220,73,147
541,16,Lake Juanland,4,Air,34,Jamie,InvalidCategory,Fiction,930.3,67,Bronze,66,2021.0,12.0,22.0,67,13,12093.9,262.29,11831.6,1550,143,82,61
542,12,Herreraland,18,Sea,4,Amy,Home & Garden,Decor,364.01,1267,Gold,66,2021.0,12.0,22.0,1285,91,33124.9,74.96,33049.9,1285,474,317,157
543,7,West Scott,14,Ground,30,Tammy,Home & Garden,Furniture,431.82,1344,Silver,66,2021.0,12.0,22.0,1366,77,33250.1,21.51,33228.6,1366,350,338,12
544,16,Lake Juanland,7,Ground,21,NonExistentProduct,Books,Academic,951.53,1443,Gold,66,2021.0,12.0,22.0,1467,20,13867.8,57.92,13809.9,1467,427,95,332
545,15,Lake Candiceton,12,Ground,34,Jamie,InvalidCategory,Fiction,930.3,1524,Silver,66,2021.0,12.0,22.0,1550,21,19536.3,106.35,19429.9,67,220,73,147
546,15,Lake Candiceton,12,Ground,34,Jamie,InvalidCategory,Fiction,930.3,1524,Silver,66,2021.0,12.0,22.0,1550,21,19536.3,106.35,19429.9,1550,143,82,61
547,6,Port Sarahview,2,Air,23,Marvin,Clothing,Shirt,995.13,1748,Gold,66,2021.0,12.0,22.0,1776,44,43785.7,199.21,43586.5,1776,268,75,193
548,1,Irwinhaven,12,Ground,24,Katie,Books,Non-fiction,642.11,1858,Bronze,66,2021.0,12.0,22.0,1889,2,1284.22,43.05,1241.17,1889,482,332,150
549,1,Irwinhaven,12,Ground,24,Katie,Books,Non-fiction,642.11,1858,Bronze,66,2021.0,12.0,22.0,1889,2,1284.22,43.05,1241.17,4203,479,199,280
550,8,Seanfort,1,Ground,19,Wanda,Toys,Educational,268.61,3051,Silver,66,2021.0,12.0,22.0,3116,73,19608.5,78.26,19530.3,3116,409,184,225
551,8,Seanfort,1,Ground,19,Wanda,Toys,Educational,268.61,3051,Silver,66,2021.0,12.0,22.0,3116,73,19608.5,78.26,19530.3,4031,393,60,333
552,15,Lake Candiceton,17,Air,16,Pamela,Electronics,Headphones,651.11,3482,Silver,66,2021.0,12.0,22.0,3571,57,37113.3,153.61,36959.7,3571,335,314,21
553,12,Herreraland,15,Air,19,Wanda,Toys,Educational,268.61,3925,Gold,66,2021.0,12.0,22.0,4031,69,18534.1,3.34,18530.8,3116,409,184,225
554,12,Herreraland,15,Air,19,Wanda,Toys,Educational,268.61,3925,Gold,66,2021.0,12.0,22.0,4031,69,18534.1,3.34,18530.8,4031,393,60,333
555,13,West Lindafurt,5,Sea,24,Katie,Books,Non-fiction,642.11,4088,Silver,66,2021.0,12.0,22.0,4203,70,44947.7,153.75,44793.9,1889,482,332,150
556,13,West Lindafurt,5,Sea,24,Katie,Books,Non-fiction,642.11,4088,Silver,66,2021.0,12.0,22.0,4203,70,44947.7,153.75,44793.9,4203,479,199,280
557,16,Lake Juanland,16,Air,35,Michael,Toys,Dolls,46.23,68,Silver,67,,,,68,98,4530.54,9.42,4521.12,68,286,222,64
558,9,Antonioshire,18,Sea,36,Fred,Books,Academic,951.53,1471,Bronze,67,,,,1495,83,78977.0,226.57,78750.4,1495,447,441,6
559,4,West Denise,2,Air,22,Cynthia,Electronics,Headphones,872.85,69,Gold,68,2021.0,11.0,17.0,69,82,71573.7,217.43,71356.3,69,332,223,109
560,4,West Denise,2,Air,22,Cynthia,Electronics,Headphones,872.85,69,Gold,68,2021.0,11.0,17.0,69,82,71573.7,217.43,71356.3,2061,63,32,31
561,4,West Denise,2,Air,22,Cynthia,Electronics,Headphones,872.85,69,Gold,68,2021.0,11.0,17.0,69,82,71573.7,217.43,71356.3,2112,424,121,303
562,7,West Scott,11,Sea,16,Pamela,Electronics,Headphones,651.11,655,Gold,68,2021.0,11.0,17.0,658,21,13673.3,185.39,13487.9,658,118,90,28
563,9,Antonioshire,18,Sea,22,Cynthia,Electronics,Headphones,872.85,2025,Bronze,68,2021.0,11.0,17.0,2061,72,62845.2,74.49,62770.7,69,332,223,109
564,9,Antonioshire,18,Sea,22,Cynthia,Electronics,Headphones,872.85,2025,Bronze,68,2021.0,11.0,17.0,2061,72,62845.2,74.49,62770.7,2061,63,32,31
565,9,Antonioshire,18,Sea,22,Cynthia,Electronics,Headphones,872.85,2025,Bronze,68,2021.0,11.0,17.0,2061,72,62845.2,74.49,62770.7,2112,424,121,303
566,10,Alexandrachester,9,Sea,22,Cynthia,Electronics,Headphones,872.85,2076,Gold,68,2021.0,11.0,17.0,2112,22,19202.7,135.89,19066.8,69,332,223,109
567,10,Alexandrachester,9,Sea,22,Cynthia,Electronics,Headphones,872.85,2076,Gold,68,2021.0,11.0,17.0,2112,22,19202.7,135.89,19066.8,2061,63,32,31
568,10,Alexandrachester,9,Sea,22,Cynthia,Electronics,Headphones,872.85,2076,Gold,68,2021.0,11.0,17.0,2112,22,19202.7,135.89,19066.8,2112,424,121,303
569,18,South Lindatown,10,Sea,19,Wanda,Toys,Educational,268.61,70,Silver,69,2022.0,7.0,21.0,70,5,1343.05,30.65,1312.4,70,125,6,119
570,14,Dustinmouth,3,Sea,45,NonExistentProduct,Toys,Educational,268.61,218,Bronze,69,2022.0,7.0,21.0,219,14,3760.54,62.41,3698.13,219,465,201,264
571,10,Alexandrachester,8,Air,23,Marvin,Clothing,Shirt,995.13,978,Bronze,69,2022.0,7.0,21.0,987,50,49756.5,46.19,49710.3,987,376,265,111
572,6,Port Sarahview,12,Ground,9,Martha,Books,Fiction,433.1,4194,Gold,69,2022.0,7.0,21.0,4315,77,33348.7,87.95,33260.8,4315,327,53,274
573,18,South Lindatown,13,Ground,36,Fred,Books,Academic,951.53,71,Bronze,70,2022.0,7.0,5.0,71,53,50431.1,112.76,50318.3,71,481,72,409
574,10,Alexandrachester,5,Sea,1,Nathaniel,Electronics,Camera,652.35,2643,Bronze,70,2022.0,7.0,5.0,2694,43,28051.1,2.49,28048.6,2694,71,3,68
575,5,Lawsontown,18,Sea,16,Pamela,Electronics,Headphones,651.11,4076,Bronze,70,2022.0,7.0,5.0,4188,60,39066.6,60.84,39005.8,4188,330,49,281
576,7,West Scott,4,Air,37,Nathaniel,InvalidCategory,Camera,652.35,72,Gold,71,2022.0,5.0,13.0,72,21,13699.3,44.13,13655.2,72,281,111,170
577,4,West Denise,15,Air,1,Nathaniel,Electronics,Camera,652.35,364,Silver,71,2022.0,5.0,13.0,366,72,46969.2,168.5,46800.7,366,345,229,116
578,5,Lawsontown,3,Sea,5,Justin,Electronics,Headphones,660.05,527,Gold,71,2022.0,5.0,13.0,529,8,5280.4,77.88,5202.52,529,161,130,31
579,12,Herreraland,3,Sea,4,Amy,Home & Garden,Decor,364.01,1511,Gold,71,2022.0,5.0,13.0,1537,38,13832.4,55.3,13777.1,1537,347,249,98
580,7,West Scott,5,Sea,28,Michael,InvalidCategory,Dolls,46.23,2149,Silver,71,2022.0,5.0,13.0,2185,50,2311.5,7.99,2303.51,2185,464,180,284
581,6,Port Sarahview,15,Air,13,Robert,Electronics,Mobile,847.43,2794,Bronze,71,2022.0,5.0,13.0,2851,49,41524.1,153.19,41370.9,2851,96,15,81
582,16,Lake Juanland,17,Air,24,Katie,Books,Non-fiction,642.11,3032,Gold,71,2022.0,5.0,13.0,3409,80,51368.8,105.43,51263.4,3409,396,104,292
583,12,Herreraland,18,Sea,12,NonExistentProduct,Books,Fiction,433.1,4091,Silver,71,2022.0,5.0,13.0,4206,37,16024.7,7.48,16017.2,4206,95,59,36
584,3,South Emilyview,1,Ground,7,Shannon,Home & Garden,Gardening Tools,68.01,4162,Gold,71,2022.0,5.0,13.0,4281,97,6596.97,1.39,6595.58,4281,460,330,130
585,2,Calderonchester,10,Sea,19,Wanda,Toys,Educational,268.61,4287,Gold,71,2022.0,5.0,13.0,4416,70,18802.7,31.2,18771.5,4416,100,41,59
586,10,Alexandrachester,5,Sea,20,Angela,Toys,Action Figures,386.57,4377,Bronze,71,2022.0,5.0,13.0,4509,69,26673.3,73.93,26599.4,4509,161,80,81
587,11,Dennischester,15,Air,7,Shannon,Home & Garden,Gardening Tools,68.01,73,Silver,72,2023.0,8.0,9.0,73,70,4760.7,7.75,4752.95,73,202,38,164
588,11,Dennischester,15,Air,7,Shannon,Home & Garden,Gardening Tools,68.01,73,Silver,72,2023.0,8.0,9.0,73,70,4760.7,7.75,4752.95,3829,406,21,385
589,9,Antonioshire,15,Air,4,Amy,Home & Garden,Decor,364.01,178,Silver,72,2023.0,8.0,9.0,179,50,18200.5,36.27,18164.2,179,371,56,315
590,1,Irwinhaven,7,Ground,24,Katie,Books,Non-fiction,642.11,404,Gold,72,2023.0,8.0,9.0,406,97,62284.7,147.23,62137.4,406,367,8,359
591,4,West Denise,8,Air,17,Elizabeth,Clothing,Shirt,840.19,1074,Silver,72,2023.0,8.0,9.0,1087,87,73096.5,31.67,73064.9,1087,404,80,324
592,4,West Denise,8,Air,17,Elizabeth,Clothing,Shirt,840.19,1074,Silver,72,2023.0,8.0,9.0,1087,87,73096.5,31.67,73064.9,2165,445,1,444
593,16,Lake Juanland,15,Air,16,Pamela,Electronics,Headphones,651.11,1542,Silver,72,2023.0,8.0,9.0,1568,3,1953.33,35.04,1918.29,1568,479,83,396
594,8,Seanfort,3,Sea,23,Marvin,Clothing,Shirt,995.13,1561,Gold,72,2023.0,8.0,9.0,1587,27,26868.5,67.83,26800.7,1587,357,117,240
595,8,Seanfort,3,Sea,23,Marvin,Clothing,Shirt,995.13,1561,Gold,72,2023.0,8.0,9.0,1587,27,26868.5,67.83,26800.7,3117,205,18,187
596,15,Lake Candiceton,18,Sea,17,Elizabeth,Clothing,Shirt,840.19,2129,Gold,72,2023.0,8.0,9.0,2165,72,60493.7,69.33,60424.4,1087,404,80,324
597,15,Lake Candiceton,18,Sea,17,Elizabeth,Clothing,Shirt,840.19,2129,Gold,72,2023.0,8.0,9.0,2165,72,60493.7,69.33,60424.4,2165,445,1,444
598,8,Seanfort,10,Sea,22,Cynthia,Electronics,Headphones,872.85,2190,Silver,72,2023.0,8.0,9.0,2227,78,68082.3,131.93,67950.4,2227,443,312,131
599,6,Port Sarahview,9,Sea,28,Michael,InvalidCategory,Dolls,46.23,2300,Bronze,72,2023.0,8.0,9.0,2340,79,3652.17,0.14,3652.03,2340,168,49,119
600,16,Lake Juanland,2,Air,23,Marvin,Clothing,Shirt,995.13,3052,Gold,72,2023.0,8.0,9.0,3117,47,46771.1,170.62,46600.5,1587,357,117,240
601,16,Lake Juanland,2,Air,23,Marvin,Clothing,Shirt,995.13,3052,Gold,72,2023.0,8.0,9.0,3117,47,46771.1,170.62,46600.5,3117,205,18,187
602,19,Popeport,8,Air,20,Angela,Toys,Action Figures,386.57,3166,Gold,72,2023.0,8.0,9.0,3236,75,28992.8,113.46,28879.3,3236,64,37,27
603,8,Seanfort,5,Sea,1,Nathaniel,Electronics,Camera,652.35,3330,Silver,72,2023.0,8.0,9.0,3406,16,10437.6,49.9,10387.7,3406,185,17,168
604,8,Seanfort,13,Ground,13,Robert,Electronics,Mobile,847.43,3507,Bronze,72,2023.0,8.0,9.0,3596,86,72879.0,60.9,72818.1,3596,481,143,338
605,13,West Lindafurt,6,Ground,7,Shannon,Home & Garden,Gardening Tools,68.01,3728,Gold,72,2023.0,8.0,9.0,3829,37,2516.37,19.74,2496.63,73,202,38,164
606,13,West Lindafurt,6,Ground,7,Shannon,Home & Garden,Gardening Tools,68.01,3728,Gold,72,2023.0,8.0,9.0,3829,37,2516.37,19.74,2496.63,3829,406,21,385
607,20,Leslieville,11,Sea,30,Tammy,Home & Garden,Furniture,431.82,4095,Silver,72,2023.0,8.0,9.0,4211,65,28068.3,36.98,28031.3,4211,352,132,220
608,16,Lake Juanland,12,Ground,28,Michael,InvalidCategory,Dolls,46.23,74,Bronze,73,2022.0,6.0,30.0,74,37,1710.51,9.65,1700.86,74,71,11,60
609,6,Port Sarahview,6,Ground,9,Martha,Books,Fiction,433.1,1346,Bronze,73,2022.0,6.0,30.0,1368,66,28584.6,78.34,28506.3,1368,347,112,235
610,3,South Emilyview,8,Air,1,Nathaniel,Electronics,Camera,652.35,1920,Silver,73,2022.0,6.0,30.0,1952,26,16961.1,105.36,16855.7,1952,216,140,76
611,3,South Emilyview,8,Air,1,Nathaniel,Electronics,Camera,652.35,1920,Silver,73,2022.0,6.0,30.0,1952,26,16961.1,105.36,16855.7,4675,433,25,408
612,7,West Scott,17,Air,30,Tammy,Home & Garden,Furniture,431.82,2334,Silver,73,2022.0,6.0,30.0,2374,99,42750.2,100.77,42649.4,2374,201,194,7
613,15,Lake Candiceton,16,Air,20,Angela,Toys,Action Figures,386.57,4105,Silver,73,2022.0,6.0,30.0,4221,57,22034.5,98.21,21936.3,4221,287,75,212
614,14,Dustinmouth,10,Sea,37,Nathaniel,InvalidCategory,Camera,652.35,4210,Bronze,73,2022.0,6.0,30.0,4331,18,11742.3,3.84,11738.5,4331,469,43,426
615,15,Lake Candiceton,7,Ground,19,Wanda,Toys,Educational,268.61,4528,Gold,73,2022.0,6.0,30.0,4667,46,12356.1,23.39,12332.7,4667,230,129,101
616,17,West Johnbury,6,Ground,1,Nathaniel,Electronics,Camera,652.35,4536,Silver,73,2022.0,6.0,30.0,4675,93,60668.6,88.99,60579.6,1952,216,140,76
617,17,West Johnbury,6,Ground,1,Nathaniel,Electronics,Camera,652.35,4536,Silver,73,2022.0,6.0,30.0,4675,93,60668.6,88.99,60579.6,4675,433,25,408
618,3,South Emilyview,7,Ground,38,Pamela,InvalidCategory,Headphones,651.11,75,Bronze,74,2023.0,6.0,20.0,75,92,59902.1,103.64,59798.5,75,372,189,183
619,6,Port Sarahview,7,Ground,16,Pamela,Electronics,Headphones,651.11,289,Gold,74,2023.0,6.0,20.0,291,82,53391.0,160.17,53230.9,291,312,275,37
620,1,Irwinhaven,1,Ground,52,NonExistentProduct,Home & Garden,Gardening Tools,68.01,407,Gold,74,2023.0,6.0,20.0,409,63,4284.63,14.08,4270.55,409,428,288,140
621,12,Herreraland,3,Sea,15,Anthony,Books,Academic,693.39,514,Gold,74,2023.0,6.0,20.0,516,56,38829.8,199.15,38630.7,516,211,177,34
622,1,Irwinhaven,14,Ground,2,NonExistentProduct,Electronics,Mobile,847.43,947,Bronze,74,2023.0,6.0,20.0,955,46,38981.8,18.29,38963.5,955,399,327,72
623,5,Lawsontown,4,Air,31,Kristine,Electronics,Headphones,228.82,67,Bronze,74,2023.0,6.0,20.0,3614,33,7551.06,41.1,7509.96,3614,344,232,112
624,7,West Scott,6,Ground,12,NonExistentProduct,Books,Fiction,433.1,4195,Bronze,74,2023.0,6.0,20.0,4316,75,69772.5,270.48,69502.0,4316,476,99,377
625,3,South Emilyview,3,Sea,31,Kristine,Electronics,Headphones,228.82,76,Silver,75,2023.0,3.0,10.0,76,46,10525.7,57.35,10468.4,76,66,35,31
626,7,West Scott,16,Air,11,Jamie,Books,Fiction,930.3,1016,Silver,75,2023.0,3.0,10.0,1026,87,80936.1,172.86,80763.2,1026,50,30,20
627,12,Herreraland,18,Sea,17,Elizabeth,Clothing,Shirt,840.19,1447,Silver,75,2023.0,3.0,10.0,1471,68,57132.9,10.18,57122.7,1471,288,128,160
628,11,Dennischester,13,Ground,4,Amy,Home & Garden,Decor,364.01,1571,Bronze,75,2023.0,3.0,10.0,1597,71,25844.7,109.13,25735.6,1597,273,163,110
629,11,Dennischester,13,Ground,4,Amy,Home & Garden,Decor,364.01,1571,Bronze,75,2023.0,3.0,10.0,1597,71,25844.7,109.13,25735.6,4245,57,17,40
630,13,West Lindafurt,12,Ground,35,Michael,Toys,Dolls,46.23,1670,Silver,75,2023.0,3.0,10.0,1697,85,3929.55,13.3,3916.25,1697,236,216,20
631,17,West Johnbury,5,Sea,13,Robert,Electronics,Mobile,847.43,2028,Silver,75,2023.0,3.0,10.0,2064,80,67794.4,247.06,67547.3,2064,325,81,244
632,6,Port Sarahview,2,Air,7,Shannon,Home & Garden,Gardening Tools,68.01,3224,Silver,75,2023.0,3.0,10.0,3298,79,5372.79,19.19,5353.6,3298,291,195,96
633,15,Lake Candiceton,18,Sea,19,Wanda,Toys,Educational,268.61,3361,Bronze,75,2023.0,3.0,10.0,3440,1,268.61,1.55,267.06,3440,207,201,6
634,4,West Denise,4,Air,23,Marvin,Clothing,Shirt,995.13,3581,Bronze,75,2023.0,3.0,10.0,3674,95,94537.4,149.26,94388.1,3674,267,225,42
635,3,South Emilyview,14,Ground,9,Martha,Books,Fiction,433.1,4122,Bronze,75,2023.0,3.0,10.0,4239,84,36380.4,99.93,36280.5,4239,166,99,67
636,6,Port Sarahview,3,Sea,4,Amy,Home & Garden,Decor,364.01,4128,Gold,75,2023.0,3.0,10.0,4245,18,6552.18,71.01,6481.17,1597,273,163,110
637,6,Port Sarahview,3,Sea,4,Amy,Home & Garden,Decor,364.01,4128,Gold,75,2023.0,3.0,10.0,4245,18,6552.18,71.01,6481.17,4245,57,17,40
638,7,West Scott,18,Sea,13,Robert,Electronics,Mobile,847.43,77,Silver,76,2023.0,5.0,12.0,77,59,49998.4,17.49,49980.9,77,264,200,64
639,5,Lawsontown,4,Air,23,Marvin,Clothing,Shirt,995.13,96,Bronze,76,2023.0,5.0,12.0,96,53,52741.9,268.27,52473.6,96,365,122,243
640,5,Lawsontown,4,Air,23,Marvin,Clothing,Shirt,995.13,96,Bronze,76,2023.0,5.0,12.0,96,53,52741.9,268.27,52473.6,1717,342,294,48
641,14,Dustinmouth,15,Air,5,Justin,Electronics,Headphones,660.05,760,Bronze,76,2023.0,5.0,12.0,765,8,5280.4,65.99,5214.41,765,494,248,246
642,14,Dustinmouth,3,Sea,23,Marvin,Clothing,Shirt,995.13,1689,Gold,76,2023.0,5.0,12.0,1717,30,29853.9,201.75,29652.2,96,365,122,243
643,14,Dustinmouth,3,Sea,23,Marvin,Clothing,Shirt,995.13,1689,Gold,76,2023.0,5.0,12.0,1717,30,29853.9,201.75,29652.2,1717,342,294,48
644,7,West Scott,1,Ground,22,Cynthia,Electronics,Headphones,872.85,1821,Bronze,76,2023.0,5.0,12.0,1852,38,33168.3,43.22,33125.1,1852,172,136,36
645,20,Leslieville,6,Ground,31,Kristine,Electronics,Headphones,228.82,2232,Gold,76,2023.0,5.0,12.0,2269,16,3661.12,44.93,3616.19,2269,477,376,101
646,2,Calderonchester,17,Air,16,Pamela,Electronics,Headphones,651.11,3576,Gold,76,2023.0,5.0,12.0,3668,50,32555.5,172.78,32382.7,3668,480,32,448
647,15,Lake Candiceton,9,Sea,9,Martha,Books,Fiction,433.1,2843,Silver,76,2023.0,5.0,12.0,3751,5,2165.5,116.92,2048.58,3751,428,285,143
648,19,Popeport,12,Ground,4,Amy,Home & Garden,Decor,364.01,4007,Silver,76,2023.0,5.0,12.0,4115,49,17836.5,23.22,17813.3,4115,290,208,82
649,19,Popeport,5,Sea,6,NonExistentProduct,Electronics,Camera,652.35,78,Gold,77,2022.0,1.0,5.0,78,68,44359.8,125.45,44234.4,78,332,301,31
650,3,South Emilyview,10,Sea,17,Elizabeth,Clothing,Shirt,840.19,553,Gold,77,2022.0,1.0,5.0,555,12,10082.3,235.68,9846.6,555,437,245,192
651,12,Herreraland,8,Air,31,Kristine,Electronics,Headphones,228.82,581,Bronze,77,2022.0,1.0,5.0,584,91,20822.6,54.23,20768.4,584,168,6,162
652,20,Leslieville,8,Air,22,Cynthia,Electronics,Headphones,872.85,2166,Silver,77,2022.0,1.0,5.0,2202,86,75065.1,9.77,75055.3,2202,386,274,112
653,12,Herreraland,1,Ground,36,Fred,Books,Academic,951.53,915,Silver,77,2022.0,1.0,5.0,3040,88,83734.6,254.11,83480.5,3040,88,30,58
654,16,Lake Juanland,16,Air,1,Nathaniel,Electronics,Camera,652.35,3415,Silver,77,2022.0,1.0,5.0,3499,37,24136.9,85.39,24051.6,3499,220,198,22
